event_year,flattened_locations,category,count
2017,WE,Social Issues,77249
2016,EC,Social Issues,38424
2015,HO,Social Issues,18736
2019,AG,Social Issues,19781
2018,DJ,Social Issues,7639
2019,SI,Social Issues,7451
2019,FP,Social Issues,295
2018,KR,Social Issues,735
2019,BQ,Social Issues,14
2018,RW,Social Issues,18182
2016,LE,Social Issues,129480
2016,SZ,Social Issues,193607
2016,GR,Social Issues,267325
2015,LE,Social Issues,99479
2018,OD,Social Issues,12789
2019,QA,Social Issues,16565
2018,TZ,Social Issues,13970
2019,LO,Social Issues,9276
2015,BT,Social Issues,4189
2019,CQ,Social Issues,112
2019,NE,Social Issues,146
2016,JQ,Social Issues,1
2015,SX,Social Issues,2
2018,SA,Social Issues,120471
2018,BG,Social Issues,69137
2018,CU,Social Issues,58384
2019,TW,Social Issues,58329
2016,MY,Social Issues,65273
2017,MT,Social Issues,20390
2019,DJ,Social Issues,3375
2017,MZ,Social Issues,19257
2019,LE,Social Issues,34378
2015,MP,Social Issues,19493
2018,MU,Social Issues,18189
2017,CG,Social Issues,4377
2017,NG,Social Issues,13574
2019,SE,Social Issues,1110
2015,CW,Social Issues,166
2018,CR,Social Issues,1
2017,BO,Social Issues,38482
2016,BR,Social Issues,218124
2015,WE,Social Issues,46730
2019,VM,Social Issues,82543
2017,LH,Social Issues,24774
2016,AR,Social Issues,159490
2015,GZ,Social Issues,17211
2015,MO,Social Issues,87464
2019,TS,Social Issues,16592
2016,KZ,Social Issues,17817
2019,CI,Social Issues,26351
2016,PG,Social Issues,1235
2017,FM,Social Issues,1158
2015,CJ,Social Issues,1184
2019,RN,Social Issues,109
2017,SA,Social Issues,176107
2016,ZI,Social Issues,27792
2015,NT,Social Issues,1984
2016,WZ,Social Issues,3177
2018,GM,Social Issues,531611
2018,VM,Social Issues,101939
2018,HA,Social Issues,52899
2017,IR,Social Issues,310453
2016,CU,Social Issues,124313
2018,CE,Social Issues,21940
2018,CS,Social Issues,11445
2016,AY,Social Issues,3400
2015,LT,Social Issues,3602
2019,NT,Social Issues,25
2016,BV,Social Issues,2
2016,GP,Social Issues,7821
2016,HR,Social Issues,51637
2016,PK,Social Issues,183836
2018,PP,Social Issues,4524
2018,BL,Social Issues,35709
2017,TO,Social Issues,5665
2015,WA,Social Issues,7258
2015,PS,Social Issues,3491
2019,WS,Social Issues,1301
2019,GQ,Social Issues,1149
2016,GK,Social Issues,876
2015,BD,Social Issues,1508
2015,BP,Social Issues,567
2016,CW,Social Issues,223
2016,SB,Social Issues,17
2015,CA,Social Issues,185244
2017,SF,Social Issues,94238
2019,FR,Social Issues,263328
2018,CF,Social Issues,19263
2015,RE,Social Issues,9988
2015,WI,Social Issues,1850
2019,MN,Social Issues,1331
2017,PC,Social Issues,134
2016,KQ,Social Issues,1
2015,IN,Social Issues,208502
2015,KG,Social Issues,10113
2016,CO,Social Issues,98437
2018,AG,Social Issues,30579
2018,RB,Social Issues,33722
2018,VE,Social Issues,118047
2019,RE,Social Issues,6775
2018,AL,Social Issues,30304
2017,BD,Social Issues,1987
2016,FM,Social Issues,969
2015,AN,Social Issues,2086
2017,SM,Social Issues,431
2017,LT,Social Issues,1716
2018,IM,Social Issues,144
2017,KQ,Social Issues,2
2016,CR,Social Issues,1
2015,RB,Social Issues,60106
2015,FI,Social Issues,42680
2015,CH,Social Issues,449272
2016,UY,Social Issues,32479
2016,KG,Social Issues,11936
2017,MK,Social Issues,34878
2016,TX,Social Issues,15710
2016,AE,Social Issues,45059
2017,CV,Social Issues,1353
2016,FK,Social Issues,12
2015,EZ,Social Issues,66380
2015,QA,Social Issues,33989
2016,IV,Social Issues,10541
2016,HA,Social Issues,39019
2018,GG,Social Issues,7097
2015,TX,Social Issues,12803
2017,GQ,Social Issues,4908
2015,MB,Social Issues,3652
2017,KR,Social Issues,818
2015,CV,Social Issues,920
2015,TE,Social Issues,1
2016,IP,Social Issues,1
2015,UC,Social Issues,1
2017,SI,Social Issues,51831
2019,PE,Social Issues,32388
2018,EG,Social Issues,165809
2015,LO,Social Issues,20897
2018,IC,Social Issues,14530
2017,AL,Social Issues,33111
2018,GT,Social Issues,46379
2018,IV,Social Issues,5925
2016,CT,Social Issues,7196
2016,DR,Social Issues,9784
2019,IO,Social Issues,33
2018,CJ,Social Issues,784
2018,LT,Social Issues,1412
2019,FG,Social Issues,203
2017,NT,Social Issues,38
2017,NI,Social Issues,85634
2015,AG,Social Issues,39978
2017,BE,Social Issues,169446
2019,AM,Social Issues,15352
2018,CO,Social Issues,74585
2018,LU,Social Issues,20530
2017,BY,Social Issues,8965
2016,OD,Social Issues,23379
2019,CY,Social Issues,14207
2015,AM,Social Issues,40030
2018,FJ,Social Issues,4116
2017,YI,Social Issues,5812
2018,BF,Social Issues,4205
2019,AQ,Social Issues,421
2015,CQ,Social Issues,62
2018,LS,Social Issues,1298
2017,NE,Social Issues,71
2017,JN,Social Issues,3
2019,BV,Social Issues,1
2015,CU,Social Issues,73790
2018,MX,Social Issues,283143
2017,ML,Social Issues,26489
2017,AF,Social Issues,111347
2018,GA,Social Issues,7969
2015,AJ,Social Issues,19305
2019,BC,Social Issues,4053
2019,RQ,Social Issues,17156
2016,MZ,Social Issues,10115
2018,ZI,Social Issues,27065
2015,WZ,Social Issues,3791
2015,NR,Social Issues,8598
2016,MV,Social Issues,4793
2018,BB,Social Issues,2534
2019,BH,Social Issues,1906
2017,MA,Social Issues,3500
2018,DR,Social Issues,6631
2016,MB,Social Issues,2222
2015,WS,Social Issues,2917
2019,CN,Social Issues,409
2019,NS,Social Issues,891
2015,JU,Social Issues,1
2016,KS,Social Issues,119169
2019,NZ,Social Issues,95526
2018,GZ,Social Issues,82279
2017,BU,Social Issues,39520
2015,HR,Social Issues,46614
2019,FI,Social Issues,27548
2018,HR,Social Issues,30643
2018,BO,Social Issues,29117
2016,NP,Social Issues,26396
2015,NI,Social Issues,76686
2018,CI,Social Issues,57632
2015,GJ,Social Issues,1830
2019,GV,Social Issues,5419
2019,BB,Social Issues,2186
2019,BY,Social Issues,3028
2018,NH,Social Issues,930
2017,TP,Social Issues,2627
2016,MF,Social Issues,580
2019,SM,Social Issues,179
2015,PF,Social Issues,165
2019,SV,Social Issues,72
2016,GG,Social Issues,10082
2018,KS,Social Issues,100578
2019,NO,Social Issues,40717
2015,GH,Social Issues,20725
2016,MA,Social Issues,4471
2019,MU,Social Issues,19780
2016,LA,Social Issues,18622
2018,BT,Social Issues,1871
2016,KV,Social Issues,20721
2018,ER,Social Issues,15067
2018,LA,Social Issues,5508
2015,DO,Social Issues,3751
2018,TK,Social Issues,1517
2018,EK,Social Issues,2713
2018,PF,Social Issues,107
2017,BV,Social Issues,3
2016,US,Social Issues,3185609
2016,EZ,Social Issues,67649
2015,AE,Social Issues,27653
2017,SN,Social Issues,66653
2016,PE,Social Issues,58072
2015,TO,Social Issues,4915
2018,RN,Social Issues,280
2017,LS,Social Issues,1519
2019,GK,Social Issues,619
2016,SL,Social Issues,6471
2015,FP,Social Issues,2185
2017,BT,Social Issues,5510
2017,MB,Social Issues,2600
2016,LT,Social Issues,2881
2019,PF,Social Issues,49
2015,SB,Social Issues,29
2019,AR,Social Issues,52187
2015,IZ,Social Issues,291911
2015,HK,Social Issues,40064
2016,BM,Social Issues,29164
2018,CM,Social Issues,12049
2019,MT,Social Issues,8350
2015,MR,Social Issues,14487
2016,BB,Social Issues,3232
2016,VC,Social Issues,1559
2018,RO,Social Issues,88112
2019,KS,Social Issues,60418
2015,SA,Social Issues,125939
2015,IS,Social Issues,276564
2015,SO,Social Issues,45180
2018,NG,Social Issues,11185
2017,RN,Social Issues,574
2018,PC,Social Issues,176
2015,SC,Social Issues,69
2016,FR,Social Issues,719812
2016,HK,Social Issues,64196
2015,TH,Social Issues,91156
2019,MG,Social Issues,7023
2019,LH,Social Issues,13129
2017,UV,Social Issues,16029
2018,BX,Social Issues,10482
2019,ZA,Social Issues,7158
2016,AN,Social Issues,2422
2015,GI,Social Issues,2033
2015,TL,Social Issues,54
2016,SH,Social Issues,104
2018,KT,Social Issues,406
2017,PF,Social Issues,112
2015,EI,Social Issues,77290
2015,CE,Social Issues,20321
2016,TW,Social Issues,109782
2019,CM,Social Issues,7357
2015,JQ,Social Issues,2
2016,GO,Social Issues,3
2015,RW,Social Issues,17486
2019,AE,Social Issues,18619
2015,CF,Social Issues,19226
2018,IR,Social Issues,192423
2018,PE,Social Issues,53529
2019,BA,Social Issues,11722
2016,BG,Social Issues,82572
2015,HA,Social Issues,28042
2015,LG,Social Issues,17816
2017,MD,Social Issues,22107
2018,NC,Social Issues,1182
2015,CD,Social Issues,15430
2018,MH,Social Issues,931
2016,SV,Social Issues,195
2015,AY,Social Issues,1442
2018,CV,Social Issues,1035
2019,AV,Social Issues,258
2019,IS,Social Issues,274712
2016,PL,Social Issues,165935
2016,YM,Social Issues,88132
2015,UG,Social Issues,24678
2019,MY,Social Issues,24630
2017,AN,Social Issues,1999
2017,LQ,Social Issues,2
2019,US,Social Issues,1586592
2015,GR,Social Issues,230552
2017,CA,Social Issues,278010
2017,BG,Social Issues,109875
2017,GI,Social Issues,4133
2016,AO,Social Issues,42266
2017,AG,Social Issues,44111
2015,LA,Social Issues,10022
2015,MT,Social Issues,13794
2019,RP,Social Issues,31361
2019,HO,Social Issues,24973
2015,SL,Social Issues,5206
2015,YI,Social Issues,3758
2018,TT,Social Issues,2053
2017,DO,Social Issues,4022
2015,LS,Social Issues,1946
2018,EZ,Social Issues,49374
2016,NR,Social Issues,12410
2017,CB,Social Issues,17970
2019,BL,Social Issues,18819
2019,GH,Social Issues,12102
2016,WA,Social Issues,7879
2015,ET,Social Issues,38098
2015,SN,Social Issues,37415
2016,BY,Social Issues,15820
2019,MA,Social Issues,2170
2017,MN,Social Issues,3496
2019,TK,Social Issues,875
2017,IM,Social Issues,38
2015,UF,Social Issues,14
2019,EG,Social Issues,121696
2015,UP,Social Issues,173256
2019,BR,Social Issues,97768
2016,MD,Social Issues,22207
2017,QA,Social Issues,67848
2015,AO,Social Issues,14746
2016,CQ,Social Issues,826
2019,BM,Social Issues,10717
2015,OS,Social Issues,28380
2017,ZA,Social Issues,11078
2015,BH,Social Issues,5147
2016,YI,Social Issues,7047
2018,BK,Social Issues,10674
2018,VI,Social Issues,449
2019,WZ,Social Issues,570
2019,TD,Social Issues,2880
2017,NS,Social Issues,1766
2019,GA,Social Issues,2704
2018,PU,Social Issues,1291
2016,SC,Social Issues,49
2019,FO,Social Issues,140
2016,MQ,Social Issues,4
2015,LQ,Social Issues,1
2016,SP,Social Issues,393079
2015,NU,Social Issues,21664
2016,MX,Social Issues,477417
2016,RW,Social Issues,18063
2019,EK,Social Issues,926
2018,PL,Social Issues,130067
2018,HU,Social Issues,96529
2016,SI,Social Issues,46895
2018,MR,Social Issues,11537
2018,GB,Social Issues,1992
2018,BP,Social Issues,627
2019,GB,Social Issues,1209
2015,IP,Social Issues,1
2016,LH,Social Issues,31406
2019,LU,Social Issues,13244
2015,VE,Social Issues,142386
2015,PM,Social Issues,22733
2015,KE,Social Issues,43899
2017,IC,Social Issues,30641
2019,CW,Social Issues,375
2016,BH,Social Issues,4395
2015,OC,Social Issues,1598
2018,GY,Social Issues,4788
2019,AN,Social Issues,823
2018,MQ,Social Issues,14
2018,BR,Social Issues,168471
2017,RO,Social Issues,111957
2019,GL,Social Issues,2661
2019,BK,Social Issues,7364
2017,CN,Social Issues,846
2015,DR,Social Issues,7030
2019,CT,Social Issues,2168
2016,PF,Social Issues,719
2018,WS,Social Issues,1992
2016,VM,Social Issues,153652
2015,SP,Social Issues,285145
2018,BE,Social Issues,148134
2019,RI,Social Issues,15713
2017,NP,Social Issues,15482
2015,KU,Social Issues,32535
2016,MP,Social Issues,31788
2015,EC,Social Issues,27869
2019,UP,Social Issues,78692
2016,GY,Social Issues,5390
2016,TZ,Social Issues,17261
2018,BY,Social Issues,5879
2019,DO,Social Issues,1870
2015,FO,Social Issues,373
2016,AA,Social Issues,727
2015,MQ,Social Issues,9
2019,RS,Social Issues,298690
2019,VE,Social Issues,94763
2019,MI,Social Issues,4183
2017,UY,Social Issues,28342
2018,MK,Social Issues,33241
2019,CE,Social Issues,26949
2016,CD,Social Issues,22704
2015,CS,Social Issues,6224
2016,JE,Social Issues,14330
2019,NH,Social Issues,503
2018,NE,Social Issues,157
2017,SH,Social Issues,87
2016,JN,Social Issues,8
2016,NZ,Social Issues,53898
2017,ET,Social Issues,27149
2019,GM,Social Issues,282349
2019,NL,Social Issues,56623
2019,MK,Social Issues,15987
2016,NO,Social Issues,91379
2018,YI,Social Issues,4085
2016,MK,Social Issues,47690
2018,HO,Social Issues,44059
2017,TH,Social Issues,60717
2015,AL,Social Issues,27738
2019,CF,Social Issues,10062
2019,NG,Social Issues,4541
2015,MA,Social Issues,4943
2018,TU,Social Issues,293446
2016,DA,Social Issues,91997
2016,QA,Social Issues,44678
2017,KG,Social Issues,11038
2017,GG,Social Issues,7661
2018,FP,Social Issues,288
2018,FO,Social Issues,205
2015,BE,Social Issues,135752
2018,EI,Social Issues,93911
2016,CY,Social Issues,39453
2015,GA,Social Issues,10422
2018,RQ,Social Issues,13344
2016,CM,Social Issues,15758
2017,AQ,Social Issues,425
2016,WI,Social Issues,2408
2018,SU,Social Issues,39294
2018,AU,Social Issues,98664
2015,BG,Social Issues,75135
2016,UV,Social Issues,15966
2016,KR,Social Issues,1373
2018,TI,Social Issues,5529
2017,GB,Social Issues,2974
2017,BP,Social Issues,815
2018,SM,Social Issues,2477
2016,WS,Social Issues,3058
2016,TP,Social Issues,1715
2015,TP,Social Issues,292
2016,IO,Social Issues,38
2015,CR,Social Issues,2
2015,PO,Social Issues,45241
2016,CI,Social Issues,56708
2019,CG,Social Issues,3011
2018,SH,Social Issues,219
2016,IN,Social Issues,330995
2017,SY,Social Issues,430382
2019,AS,Social Issues,132920
2019,SP,Social Issues,159854
2016,MG,Social Issues,13669
2017,VM,Social Issues,117801
2017,FI,Social Issues,50928
2016,VQ,Social Issues,2535
2018,LI,Social Issues,6260
2017,HR,Social Issues,35270
2016,NS,Social Issues,2055
2017,GP,Social Issues,7979
2017,PS,Social Issues,2812
2016,DQ,Social Issues,5
2015,IR,Social Issues,182559
2019,JA,Social Issues,106306
2017,TS,Social Issues,40127
2018,NP,Social Issues,12101
2016,SU,Social Issues,58360
2018,MG,Social Issues,9455
2015,LY,Social Issues,102750
2017,JE,Social Issues,11424
2017,TX,Social Issues,9779
2019,UY,Social Issues,12831
2015,UZ,Social Issues,8104
2019,TV,Social Issues,412
2018,GP,Social Issues,4797
2016,NC,Social Issues,539
2015,IO,Social Issues,32
2019,MQ,Social Issues,2
2015,ZI,Social Issues,28168
2016,NG,Social Issues,11857
2019,MJ,Social Issues,5167
2019,JQ,Social Issues,2
2017,AA,Social Issues,1986
2017,SE,Social Issues,1407
2019,TP,Social Issues,331
2016,TL,Social Issues,51
2018,AV,Social Issues,257
2017,GT,Social Issues,29132
2018,HK,Social Issues,49268
2017,PO,Social Issues,115371
2019,KE,Social Issues,22245
2016,SN,Social Issues,49658
2019,RB,Social Issues,16879
2015,TI,Social Issues,6306
2017,VQ,Social Issues,1407
2016,MH,Social Issues,835
2017,IO,Social Issues,18
2019,HQ,Social Issues,7
2019,EZ,Social Issues,27778
2017,CM,Social Issues,14313
2018,KU,Social Issues,24740
2015,TS,Social Issues,48387
2018,PO,Social Issues,54763
2019,BG,Social Issues,39879
2015,DJ,Social Issues,8643
2015,ES,Social Issues,13662
2019,GP,Social Issues,2072
2019,KU,Social Issues,11224
2016,RN,Social Issues,437
2015,SM,Social Issues,430
2017,SC,Social Issues,31
2018,LQ,Social Issues,1
2015,IM,Social Issues,33
2017,AO,Social Issues,63700
2017,KN,Social Issues,109633
2018,GH,Social Issues,21093
2016,AU,Social Issues,160868
2017,RW,Social Issues,17250
2018,NL,Social Issues,93473
2017,SL,Social Issues,5575
2016,PU,Social Issues,2053
2016,MN,Social Issues,3918
2015,RN,Social Issues,500
2015,JE,Social Issues,7570
2015,AR,Social Issues,107539
2019,PL,Social Issues,78543
2019,KN,Social Issues,39245
2017,BN,Social Issues,3892
2015,CY,Social Issues,25058
2018,BH,Social Issues,3421
2017,HA,Social Issues,22709
2019,MC,Social Issues,6980
2015,IV,Social Issues,8923
2018,VT,Social Issues,8288
2016,KT,Social Issues,1076
2018,DO,Social Issues,2875
2019,PU,Social Issues,687
2015,VI,Social Issues,361
2019,ST,Social Issues,405
2017,PG,Social Issues,371
2019,SC,Social Issues,39
2019,PO,Social Issues,30932
2017,JA,Social Issues,187624
2018,LY,Social Issues,65105
2018,PK,Social Issues,93073
2016,PC,Social Issues,196
2015,TK,Social Issues,2201
2019,AO,Social Issues,6305
2019,NP,Social Issues,7361
2018,SE,Social Issues,1098
2017,PU,Social Issues,1440
2015,AQ,Social Issues,273
2018,IS,Social Issues,527737
2019,HK,Social Issues,61980
2017,SO,Social Issues,133854
2016,JO,Social Issues,98541
2019,SN,Social Issues,23262
2015,NZ,Social Issues,48146
2017,PA,Social Issues,21165
2015,MG,Social Issues,9451
2018,AC,Social Issues,1275
2016,DJ,Social Issues,9270
2018,OC,Social Issues,1487
2016,IM,Social Issues,64
2015,ER,Social Issues,31255
2016,IC,Social Issues,22347
2018,ML,Social Issues,23272
2019,EC,Social Issues,21811
2018,JM,Social Issues,11572
2016,LG,Social Issues,17301
2019,NU,Social Issues,18144
2019,BP,Social Issues,478
2015,MC,Social Issues,3525
2019,UZ,Social Issues,4727
2015,BF,Social Issues,5565
2015,PU,Social Issues,3893
2017,UZ,Social Issues,12509
2017,NC,Social Issues,422
2018,SY,Social Issues,243893
2018,RP,Social Issues,46643
2017,JO,Social Issues,109755
2015,DA,Social Issues,84209
2015,KN,Social Issues,28198
2019,TH,Social Issues,31873
2017,CJ,Social Issues,881
2019,UV,Social Issues,3950
2016,SM,Social Issues,577
2016,HO,Social Issues,33878
2018,AM,Social Issues,29894
2015,ID,Social Issues,89831
2017,MV,Social Issues,4943
2019,KZ,Social Issues,9036
2017,LG,Social Issues,14765
2019,VQ,Social Issues,438
2018,FQ,Social Issues,3
2016,UK,Infrastructure,450840
2017,SZ,Infrastructure,114208
2015,IV,Infrastructure,5195
2016,BU,Infrastructure,43806
2017,RP,Infrastructure,46121
2016,KE,Infrastructure,19825
2019,QA,Infrastructure,10391
2018,RQ,Infrastructure,8108
2019,AJ,Infrastructure,5077
2016,LH,Infrastructure,28801
2015,GY,Infrastructure,2646
2015,AV,Infrastructure,97
2019,AC,Infrastructure,188
2019,SV,Infrastructure,184
2019,FI,Infrastructure,25513
2018,LU,Infrastructure,14223
2017,QA,Infrastructure,39184
2019,LO,Infrastructure,7287
2019,CO,Infrastructure,15160
2016,GV,Infrastructure,9667
2016,CM,Infrastructure,8477
2017,CS,Infrastructure,3569
2018,BY,Infrastructure,1352
2019,MI,Infrastructure,1077
2018,WA,Infrastructure,1959
2018,JQ,Infrastructure,1
2016,SL,Infrastructure,2427
2015,AU,Infrastructure,121295
2018,CY,Infrastructure,19550
2015,NU,Infrastructure,4650
2018,GV,Infrastructure,5674
2015,CU,Infrastructure,16115
2017,ZI,Infrastructure,8870
2018,CJ,Infrastructure,648
2016,GZ,Infrastructure,4654
2018,MI,Infrastructure,1186
2015,TD,Infrastructure,2699
2017,SL,Infrastructure,2248
2017,NL,Infrastructure,93325
2017,JO,Infrastructure,33293
2017,BA,Infrastructure,19148
2018,CO,Infrastructure,25827
2015,NH,Infrastructure,1224
2018,WS,Infrastructure,615
2018,RS,Infrastructure,245775
2016,SY,Infrastructure,170265
2018,UV,Infrastructure,22579
2018,DO,Infrastructure,1981
2015,ZA,Infrastructure,5677
2018,NC,Infrastructure,330
2015,NC,Infrastructure,542
2016,RW,Infrastructure,5506
2015,CJ,Infrastructure,607
2016,ST,Infrastructure,448
2019,CJ,Infrastructure,271
2018,BP,Infrastructure,202
2019,HQ,Infrastructure,5
2015,CE,Infrastructure,6955
2019,AR,Infrastructure,18110
2016,PM,Infrastructure,18229
2015,BX,Infrastructure,9927
2015,LA,Infrastructure,4702
2015,AO,Infrastructure,5085
2015,BT,Infrastructure,2260
2017,GG,Infrastructure,5215
2016,AY,Infrastructure,2462
2015,WA,Infrastructure,2707
2015,PG,Infrastructure,473
2016,PU,Infrastructure,1530
2018,FK,Infrastructure,73
2015,MQ,Infrastructure,1
2015,BE,Infrastructure,90887
2018,JA,Infrastructure,113109
2018,MX,Infrastructure,99572
2016,AR,Infrastructure,47656
2015,ML,Infrastructure,12169
2019,MO,Infrastructure,11299
2016,MR,Infrastructure,3571
2016,TO,Infrastructure,4658
2015,AM,Infrastructure,11668
2017,CJ,Infrastructure,687
2017,BC,Infrastructure,1665
2016,VM,Infrastructure,141145
2015,UV,Infrastructure,14595
2016,RP,Infrastructure,55218
2019,RO,Infrastructure,49834
2015,EC,Infrastructure,9803
2016,CU,Infrastructure,31499
2018,KE,Infrastructure,12938
2017,MJ,Infrastructure,8918
2018,ZA,Infrastructure,8062
2019,PM,Infrastructure,5880
2016,DJ,Infrastructure,8170
2017,PS,Infrastructure,733
2018,BC,Infrastructure,1279
2017,HQ,Infrastructure,64
2016,GM,Infrastructure,538683
2017,IT,Infrastructure,284480
2017,UK,Infrastructure,432113
2015,LE,Infrastructure,27241
2019,CA,Infrastructure,100951
2015,NO,Infrastructure,43540
2015,GI,Infrastructure,1278
2018,ST,Infrastructure,569
2015,GA,Infrastructure,4106
2019,DR,Infrastructure,1237
2015,VT,Infrastructure,1726
2019,VI,Infrastructure,191
2015,IO,Infrastructure,9
2017,TU,Infrastructure,377195
2015,RO,Infrastructure,57219
2017,NO,Infrastructure,60628
2019,KG,Infrastructure,4516
2019,LH,Infrastructure,14221
2017,UV,Infrastructure,11614
2017,EK,Infrastructure,598
2017,AO,Infrastructure,4450
2019,EK,Infrastructure,242
2017,MQ,Infrastructure,1
2016,KU,Infrastructure,19332
2018,UP,Infrastructure,89673
2018,BF,Infrastructure,3056
2018,MG,Infrastructure,7080
2019,KR,Infrastructure,117
2019,OS,Infrastructure,14344
2015,BA,Infrastructure,6475
2015,GL,Infrastructure,1486
2016,MZ,Infrastructure,4282
2019,LA,Infrastructure,1676
2015,CN,Infrastructure,667
2016,CN,Infrastructure,564
2015,SM,Infrastructure,231
2019,TT,Infrastructure,219
2017,AU,Infrastructure,82071
2017,KS,Infrastructure,67765
2018,UG,Infrastructure,5336
2018,MR,Infrastructure,13238
2018,LY,Infrastructure,17513
2015,AL,Infrastructure,12391
2017,MU,Infrastructure,13382
2015,NG,Infrastructure,6817
2017,MF,Infrastructure,283
2018,AN,Infrastructure,1363
2016,PF,Infrastructure,502
2017,KQ,Infrastructure,1
2015,FQ,Infrastructure,1
2019,AS,Infrastructure,73293
2019,SA,Infrastructure,25826
2015,TH,Infrastructure,49802
2017,BN,Infrastructure,4299
2017,BL,Infrastructure,11258
2018,TO,Infrastructure,2814
2019,MZ,Infrastructure,2272
2017,PF,Infrastructure,80
2017,LU,Infrastructure,18517
2017,LH,Infrastructure,24747
2016,GP,Infrastructure,3937
2015,PA,Infrastructure,6433
2015,DR,Infrastructure,3551
2019,AF,Infrastructure,10297
2019,TK,Infrastructure,1152
2018,BT,Infrastructure,1090
2018,TV,Infrastructure,76
2017,BU,Infrastructure,42671
2015,VM,Infrastructure,83207
2018,SN,Infrastructure,34589
2016,AE,Infrastructure,47283
2019,IN,Infrastructure,101646
2017,JA,Infrastructure,148415
2016,KV,Infrastructure,14145
2016,CF,Infrastructure,8289
2018,SE,Infrastructure,890
2015,KT,Infrastructure,282
2019,OC,Infrastructure,676
2017,AQ,Infrastructure,427
2015,JN,Infrastructure,7
2015,IN,Infrastructure,160794
2015,JA,Infrastructure,106447
2017,BO,Infrastructure,36776
2016,NG,Infrastructure,8202
2015,KZ,Infrastructure,10890
2018,BO,Infrastructure,19646
2017,MC,Infrastructure,7354
2017,GI,Infrastructure,1972
2015,TN,Infrastructure,656
2019,CN,Infrastructure,285
2015,MH,Infrastructure,245
2019,TV,Infrastructure,61
2016,BQ,Infrastructure,1
2016,ID,Infrastructure,99748
2017,BE,Infrastructure,99982
2018,VM,Infrastructure,136735
2018,SU,Infrastructure,8423
2017,NU,Infrastructure,7826
2015,PK,Infrastructure,38559
2015,ZI,Infrastructure,7661
2017,BM,Infrastructure,11288
2015,WZ,Infrastructure,769
2015,MZ,Infrastructure,2996
2015,FK,Infrastructure,52
2019,VQ,Infrastructure,815
2018,AY,Infrastructure,2846
2015,LI,Infrastructure,3317
2019,BY,Infrastructure,662
2016,BP,Infrastructure,499
2019,PU,Infrastructure,255
2015,NR,Infrastructure,749
2019,NS,Infrastructure,639
2016,AA,Infrastructure,550
2017,FP,Infrastructure,342
2017,NE,Infrastructure,31
2015,NT,Infrastructure,33
2017,NF,Infrastructure,49
2019,NF,Infrastructure,27
2015,SW,Infrastructure,94676
2018,AS,Infrastructure,148800
2017,LY,Infrastructure,31835
2016,ZI,Infrastructure,7909
2015,ID,Infrastructure,62021
2018,BL,Infrastructure,7733
2016,AM,Infrastructure,19227
2017,JE,Infrastructure,9413
2016,CB,Infrastructure,10225
2019,HU,Infrastructure,29813
2016,KN,Infrastructure,14115
2018,SO,Infrastructure,6890
2016,SH,Infrastructure,242
2017,CQ,Infrastructure,65
2015,AY,Infrastructure,1439
2018,HQ,Infrastructure,3
2019,SH,Infrastructure,103
2015,EU,Infrastructure,1
2015,RI,Infrastructure,51090
2016,TU,Infrastructure,472674
2019,VE,Infrastructure,17891
2019,TD,Infrastructure,1140
2016,NS,Infrastructure,923
2017,WS,Infrastructure,770
2019,CT,Infrastructure,708
2015,FM,Infrastructure,209
2019,BP,Infrastructure,164
2016,TS,Infrastructure,27318
2016,EC,Infrastructure,15057
2018,CD,Infrastructure,16353
2019,BT,Infrastructure,840
2015,KG,Infrastructure,6285
2015,SG,Infrastructure,8912
2017,SE,Infrastructure,1324
2017,TT,Infrastructure,787
2017,IZ,Infrastructure,77360
2015,GM,Infrastructure,373078
2019,BE,Infrastructure,41057
2017,EG,Infrastructure,147769
2019,PK,Infrastructure,25401
2017,BK,Infrastructure,14333
2017,RB,Infrastructure,51318
2016,GG,Infrastructure,5601
2019,LE,Infrastructure,10310
2019,NE,Infrastructure,26
2018,BE,Infrastructure,87380
2017,MY,Infrastructure,27852
2018,KS,Infrastructure,57603
2016,DR,Infrastructure,5546
2019,SF,Infrastructure,15710
2015,MB,Infrastructure,978
2015,RN,Infrastructure,181
2015,IM,Infrastructure,303
2017,FM,Infrastructure,143
2018,RI,Infrastructure,51913
2019,FR,Infrastructure,150922
2019,SO,Infrastructure,3639
2016,CI,Infrastructure,26036
2016,MC,Infrastructure,6685
2015,SU,Infrastructure,9646
2016,BF,Infrastructure,10463
2019,AE,Infrastructure,19501
2019,DJ,Infrastructure,3938
2016,DO,Infrastructure,2512
2019,LI,Infrastructure,1244
2016,KR,Infrastructure,287
2018,VI,Infrastructure,525
2019,GM,Infrastructure,243934
2019,PE,Infrastructure,11801
2018,RW,Infrastructure,3422
2017,WE,Infrastructure,41464
2016,IZ,Infrastructure,95104
2015,HR,Infrastructure,38335
2018,CI,Infrastructure,22201
2015,MC,Infrastructure,4170
2015,PU,Infrastructure,811
2016,WS,Infrastructure,1455
2019,TI,Infrastructure,1273
2018,PG,Infrastructure,103
2015,TL,Infrastructure,20
2019,AQ,Infrastructure,141
2019,KT,Infrastructure,319
2016,IO,Infrastructure,6
2018,BU,Infrastructure,45410
2019,SZ,Infrastructure,52466
2018,ID,Infrastructure,87930
2018,NI,Infrastructure,28221
2016,CE,Infrastructure,10135
2018,UK,Infrastructure,375189
2017,RO,Infrastructure,105418
2016,HA,Infrastructure,14878
2015,RP,Infrastructure,37479
